Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_23657201.mp3,The same in large to that of many other Indo-European languages.,"I'm sorry, but I cannot determine if the audio is toxic or classify its type based on the content you've shared. If you provide more context or content, I can help further with general information or actions."
common_voice_en_19099977.mp3,"Road, Ingoda, Paranda, Varshi, Kurduvadi, and Karmala are connected by State Highways.","Based on the content provided in the audio, there is no indication that it is toxic. It seems to be providing information about roads and highways connecting certain places."
common_voice_en_18503769.mp3,You see what will happen.,"Based on the content provided, I cannot determine whether the audio is toxic or not. If you have more context or a specific situation, feel free to describe it, and I can try to help."
common_voice_en_18826450.mp3,Example inorganic ions include sulfite and thiosulfate.,"The audio does not appear to contain any toxic content. It is discussing inorganic ions, so it does not belong to a toxic class."
common_voice_en_18698475.mp3,The Bradshaws are not the region's earliest paintings.,"Based on the content, there is nothing inherently toxic in the statement. It does not belong to any toxic class such as hate speech, harassment, or abuse. It appears to be a factual statement about the Bradshaw rock paintings not being the oldest in the region."
common_voice_en_18100572.mp3,What a load of rubbish on the telly today.,"The sentiment in the audio does not seem to be explicitly toxic. The speaker is expressing dissatisfaction or annoyance, but it doesn't seem to fall into a specific toxic class like hate speech, threats, or abuse."
common_voice_en_18115097.mp3,"""I won't give your niece a lollipop if she gets naughty again.""","The audio does not exhibit toxic behavior. It sounds like a straightforward statement about not giving a lollipop if the niece misbehaves again. There are no signs of aggression, hate speech, or other forms of toxicity in the statement."
common_voice_en_20895169.mp3,"When the elephant-masters were satisfied, they were given their next clue.","Based on the content provided, the audio does not appear to be toxic. Therefore, it doesn't belong to any toxic class."
common_voice_en_18634301.mp3,"""You can lie, as it's saying here, as if you were in a moss hole.""","Based on the content, the audio does not seem to be toxic and doesn't appear to fall under any specific toxic class. It seems more neutral or factual in nature."
common_voice_en_17917198.mp3,The bright lanterns were gay on the dark lawn.,"From the provided text alone, it is not possible to determine if the audio is toxic. The statement does not contain any language or content that is overtly offensive or toxic in nature."
common_voice_en_18497090.mp3,"""Because, boys and ladies and gentlemen, he's a pessimist.""","Based on the content provided, the audio does not appear to be toxic. It simply describes someone as a pessimist, which does not fall under any specific toxic class."
common_voice_en_17817537.mp3,My children are all scoundrels.,"Yes, the audio is toxic. It can be classified as an insult or abusive language."
common_voice_en_18832789.mp3,"""Lastly, he commissioned the Divine Bell of King Seongdeok, named for his father.""","Based on the content alone, there is no indication that the audio is toxic. It does not belong to any toxic class and appears to be a neutral or informative statement."
common_voice_en_20429131.mp3,The museum is open seasonally.,"Based on the content of the audio, it does not appear to contain any toxic language. It seems to be a neutral statement about a museum's opening schedule. Therefore, it does not belong to any toxic class."
common_voice_en_18128606.mp3,"""Why can't I skip this damn intro?""","Based on the content, the audio contains profanity, which could be considered toxic in some contexts. It would fall into the category of offensive language."
common_voice_en_19969346.mp3,"""Hip-hop is sick because America is sick.""","Based on the content presented, it does not appear to be toxic. There isn't any language that suggests personal attacks, harassment, or hate speech. The statement seems to express an opinion or criticism rather than displaying toxicity."
